Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Deaths,Population,Crude Rate
Females,Am Indian/AK Native,New York,Both,All Ages,1999,2019,Firearm,P,1984323,.
Females,Asian/Pac Islander,New York,Both,All Ages,1999,2019,Firearm,41,16467158,0.25
Females,,New York,Both,All Ages,1999,2019,Firearm,S,209485476,.
Males,White,North Carolina,Both,All Ages,1999,2019,Firearm,14271,70517330,20.24
Males,Black,North Carolina,Both,All Ages,1999,2019,Firearm,6181,20681203,29.89
Males,Am Indian/AK Native,North Carolina,Both,All Ages,1999,2019,Firearm,399,1519009,26.27
Males,Asian/Pac Islander,North Carolina,Both,All Ages,1999,2019,Firearm,151,2406824,6.27
Males,,North Carolina,Both,All Ages,1999,2019,Firearm,21002,95124366,22.08
Females,White,North Carolina,Both,All Ages,1999,2019,Firearm,3056,72487953,4.22
Females,Black,North Carolina,Both,All Ages,1999,2019,Firearm,805,23365100,3.45
Females,Am Indian/AK Native,North Carolina,Both,All Ages,1999,2019,Firearm,65,1543668,4.21
Females,Asian/Pac Islander,North Carolina,Both,All Ages,1999,2019,Firearm,43,2562212,1.68
Females,,North Carolina,Both,All Ages,1999,2019,Firearm,3969,99958933,3.97
Males,White,North Dakota,Both,All Ages,1999,2019,Firearm,1173,6645208,17.65
Males,Black,North Dakota,Both,All Ages,1999,2019,Firearm,20,162041,12.34
Males,Am Indian/AK Native,North Dakota,Both,All Ages,1999,2019,Firearm,78,403041,19.35
Males,Asian/Pac Islander,North Dakota,Both,All Ages,1999,2019,Firearm,P,89001,.
Males,,North Dakota,Both,All Ages,1999,2019,Firearm,S,7299291,.
Females,White,North Dakota,Both,All Ages,1999,2019,Firearm,147,6498157,2.26
Females,Black,North Dakota,Both,All Ages,1999,2019,Firearm,P,117563,.
Females,Am Indian/AK Native,North Dakota,Both,All Ages,1999,2019,Firearm,12,415084,2.89
Females,Asian/Pac Islander,North Dakota,Both,All Ages,1999,2019,Firearm,P,88967,.
Females,,North Dakota,Both,All Ages,1999,2019,Firearm,161,7119771,2.26
Males,White,Ohio,Both,All Ages,1999,2019,Firearm,15086,100428836,15.02
Males,Black,Ohio,Both,All Ages,1999,2019,Firearm,6521,15018116,43.42
Males,Am Indian/AK Native,Ohio,Both,All Ages,1999,2019,Firearm,18,396695,4.54
Males,Asian/Pac Islander,Ohio,Both,All Ages,1999,2019,Firearm,122,2255854,5.41
Males,,Ohio,Both,All Ages,1999,2019,Firearm,21747,118099501,18.41
Females,White,Ohio,Both,All Ages,1999,2019,Firearm,2608,104620674,2.49
Females,Black,Ohio,Both,All Ages,1999,2019,Firearm,738,16424548,4.49
Females,Am Indian/AK Native,Ohio,Both,All Ages,1999,2019,Firearm,P,399610,.
Females,Asian/Pac Islander,Ohio,Both,All Ages,1999,2019,Firearm,20,2413172,0.83
Females,,Ohio,Both,All Ages,1999,2019,Firearm,S,123858004,.
Males,White,Oklahoma,Both,All Ages,1999,2019,Firearm,7603,30475751,24.95
Males,Black,Oklahoma,Both,All Ages,1999,2019,Firearm,1422,3295347,43.15
Males,Am Indian/AK Native,Oklahoma,Both,All Ages,1999,2019,Firearm,783,3875262,20.21
Males,Asian/Pac Islander,Oklahoma,Both,All Ages,1999,2019,Firearm,85,809548,10.5
Males,,Oklahoma,Both,All Ages,1999,2019,Firearm,9893,38455908,25.73
Females,White,Oklahoma,Both,All Ages,1999,2019,Firearm,1610,31170000,5.17
Females,Black,Oklahoma,Both,All Ages,1999,2019,Firearm,186,3324020,5.6
Females,Am Indian/AK Native,Oklahoma,Both,All Ages,1999,2019,Firearm,161,3972872,4.05
Females,Asian/Pac Islander,Oklahoma,Both,All Ages,1999,2019,Firearm,21,872627,2.41
Females,,Oklahoma,Both,All Ages,1999,2019,Firearm,1978,39339519,5.03
Males,White,Oregon,Both,All Ages,1999,2019,Firearm,7324,35839327,20.44
Males,Black,Oregon,Both,All Ages,1999,2019,Firearm,228,1036201,22
Males,Am Indian/AK Native,Oregon,Both,All Ages,1999,2019,Firearm,116,809655,14.33
Males,Asian/Pac Islander,Oregon,Both,All Ages,1999,2019,Firearm,115,1767235,6.51
Males,,Oregon,Both,All Ages,1999,2019,Firearm,7783,39452418,19.73
Females,White,Oregon,Both,All Ages,1999,2019,Firearm,1296,36497903,3.55
Females,Black,Oregon,Both,All Ages,1999,2019,Firearm,20,909315,2.2
Females,Am Indian/AK Native,Oregon,Both,All Ages,1999,2019,Firearm,17,796067,2.14
Females,Asian/Pac Islander,Oregon,Both,All Ages,1999,2019,Firearm,30,1987960,1.51
Females,,Oregon,Both,All Ages,1999,2019,Firearm,1363,40191245,3.39
Males,White,Pennsylvania,Both,All Ages,1999,2019,Firearm,17328,109737541,15.79
Males,Black,Pennsylvania,Both,All Ages,1999,2019,Firearm,7950,14824319,53.63
Males,Am Indian/AK Native,Pennsylvania,Both,All Ages,1999,2019,Firearm,20,446777,4.48
Males,Asian/Pac Islander,Pennsylvania,Both,All Ages,1999,2019,Firearm,200,3780522,5.29
Males,,Pennsylvania,Both,All Ages,1999,2019,Firearm,25498,128789159,19.8
Females,White,Pennsylvania,Both,All Ages,1999,2019,Firearm,2813,115106083,2.44
Females,Black,Pennsylvania,Both,All Ages,1999,2019,Firearm,648,16147347,4.01
Females,Am Indian/AK Native,Pennsylvania,Both,All Ages,1999,2019,Firearm,P,450204,.
Females,Asian/Pac Islander,Pennsylvania,Both,All Ages,1999,2019,Firearm,29,4013389,0.72
Females,,Pennsylvania,Both,All Ages,1999,2019,Firearm,S,135717023,.
Males,White,Rhode Island,Both,All Ages,1999,2019,Firearm,697,9412633,7.4
Males,Black,Rhode Island,Both,All Ages,1999,2019,Firearm,121,865449,13.98
Males,Am Indian/AK Native,Rhode Island,Both,All Ages,1999,2019,Firearm,10,101975,9.81
Males,Asian/Pac Islander,Rhode Island,Both,All Ages,1999,2019,Firearm,18,359116,5.01
Males,,Rhode Island,Both,All Ages,1999,2019,Firearm,846,10739173,7.88
Females,White,Rhode Island,Both,All Ages,1999,2019,Firearm,94,10096761,0.93
Females,Black,Rhode Island,Both,All Ages,1999,2019,Firearm,11,881752,1.25
Females,Am Indian/AK Native,Rhode Island,Both,All Ages,1999,2019,Firearm,P,106854,.
Females,Asian/Pac Islander,Rhode Island,Both,All Ages,1999,2019,Firearm,P,391028,.
Females,,Rhode Island,Both,All Ages,1999,2019,Firearm,106,11476395,0.92
Males,White,South Carolina,Both,All Ages,1999,2019,Firearm,7733,32484708,23.81
Males,Black,South Carolina,Both,All Ages,1999,2019,Firearm,4209,12926144,32.56
Males,Am Indian/AK Native,South Carolina,Both,All Ages,1999,2019,Firearm,35,260760,13.42
Males,Asian/Pac Islander,South Carolina,Both,All Ages,1999,2019,Firearm,65,694313,9.36
Males,,South Carolina,Both,All Ages,1999,2019,Firearm,12042,46365925,25.97
Females,White,South Carolina,Both,All Ages,1999,2019,Firearm,1857,33429259,5.56
Females,Black,South Carolina,Both,All Ages,1999,2019,Firearm,617,14621815,4.22
Females,Am Indian/AK Native,South Carolina,Both,All Ages,1999,2019,Firearm,10,244530,4.09
Females,Asian/Pac Islander,South Carolina,Both,All Ages,1999,2019,Firearm,17,767989,2.21
Females,,South Carolina,Both,All Ages,1999,2019,Firearm,2501,49063593,5.1
Males,White,South Dakota,Both,All Ages,1999,2019,Firearm,1308,7475387,17.5
Males,Black,South Dakota,Both,All Ages,1999,2019,Firearm,24,172454,13.92
Males,Am Indian/AK Native,South Dakota,Both,All Ages,1999,2019,Firearm,164,783327,20.94
Males,Asian/Pac Islander,South Dakota,Both,All Ages,1999,2019,Firearm,P,95955,.
Males,,South Dakota,Both,All Ages,1999,2019,Firearm,S,8527123,.
Females,White,South Dakota,Both,All Ages,1999,2019,Firearm,172,7476641,2.3
Females,Black,South Dakota,Both,All Ages,1999,2019,Firearm,P,121561,.
Females,Am Indian/AK Native,South Dakota,Both,All Ages,1999,2019,Firearm,19,803099,2.37
Females,Asian/Pac Islander,South Dakota,Both,All Ages,1999,2019,Firearm,P,102104,.
Females,,South Dakota,Both,All Ages,1999,2019,Firearm,197,8503405,2.32
Males,White,Tennessee,Both,All Ages,1999,2019,Firearm,12511,51913255,24.1
Males,Black,Tennessee,Both,All Ages,1999,2019,Firearm,4887,10731098,45.54
Males,Am Indian/AK Native,Tennessee,Both,All Ages,1999,2019,Firearm,15,289726,5.18
Males,Asian/Pac Islander,Tennessee,Both,All Ages,1999,2019,Firearm,102,1046484,9.75
Males,,Tennessee,Both,All Ages,1999,2019,Firearm,17515,63980563,27.38
Females,White,Tennessee,Both,All Ages,1999,2019,Firearm,2722,53867308,5.05
Females,Black,Tennessee,Both,All Ages,1999,2019,Firearm,612,11984674,5.11
Females,Am Indian/AK Native,Tennessee,Both,All Ages,1999,2019,Firearm,P,262123,.
Females,Asian/Pac Islander,Tennessee,Both,All Ages,1999,2019,Firearm,29,1143254,2.54
Females,,Tennessee,Both,All Ages,1999,2019,Firearm,S,67257359,.
Males,White,Texas,Both,All Ages,1999,2019,Firearm,38946,212647024,18.31
Males,Black,Texas,Both,All Ages,1999,2019,Firearm,8477,31585591,26.84
Males,Am Indian/AK Native,Texas,Both,All Ages,1999,2019,Firearm,75,2629132,2.85
Males,Asian/Pac Islander,Texas,Both,All Ages,1999,2019,Firearm,713,11082714,6.43
Males,,Texas,Both,All Ages,1999,2019,Firearm,48211,257944461,18.69
Females,White,Texas,Both,All Ages,1999,2019,Firearm,7767,213877526,3.63
Females,Black,Texas,Both,All Ages,1999,2019,Firearm,1230,33726890,3.65
Females,Am Indian/AK Native,Texas,Both,All Ages,1999,2019,Firearm,23,2515247,0.91
Females,Asian/Pac Islander,Texas,Both,All Ages,1999,2019,Firearm,197,11580618,1.7
Females,,Texas,Both,All Ages,1999,2019,Firearm,9217,261700281,3.52
Males,White,Utah,Both,All Ages,1999,2019,Firearm,4966,26528791,18.72
Males,Black,Utah,Both,All Ages,1999,2019,Firearm,64,468481,13.66
Males,Am Indian/AK Native,Utah,Both,All Ages,1999,2019,Firearm,80,465528,17.18
Males,Asian/Pac Islander,Utah,Both,All Ages,1999,2019,Firearm,81,942726,8.59
Males,,Utah,Both,All Ages,1999,2019,Firearm,5191,28405526,18.27
Females,White,Utah,Both,All Ages,1999,2019,Firearm,817,26308076,3.11
Females,Black,Utah,Both,All Ages,1999,2019,Firearm,P,370557,.
Females,Am Indian/AK Native,Utah,Both,All Ages,1999,2019,Firearm,13,461441,2.82
Females,Asian/Pac Islander,Utah,Both,All Ages,1999,2019,Firearm,11,990184,1.11
Females,,Utah,Both,All Ages,1999,2019,Firearm,S,28130258,.
Males,White,Vermont,Both,All Ages,1999,2019,Firearm,1138,6217962,18.3
Males,Black,Vermont,Both,All Ages,1999,2019,Firearm,12,91332,13.14
Males,Am Indian/AK Native,Vermont,Both,All Ages,1999,2019,Firearm,P,32100,.
Males,Asian/Pac Islander,Vermont,Both,All Ages,1999,2019,Firearm,P,84895,.
Males,,Vermont,Both,All Ages,1999,2019,Firearm,1155,6426289,17.97
Females,White,Vermont,Both,All Ages,1999,2019,Firearm,144,6413731,2.25
Females,Black,Vermont,Both,All Ages,1999,2019,Firearm,P,73763,.
Females,Am Indian/AK Native,Vermont,Both,All Ages,1999,2019,Firearm,P,31505,.
Females,Asian/Pac Islander,Vermont,Both,All Ages,1999,2019,Firearm,P,103138,.
Females,,Vermont,Both,All Ages,1999,2019,Firearm,148,6622137,2.23
Males,White,Virginia,Both,All Ages,1999,2019,Firearm,10565,59797581,17.67
Males,Black,Virginia,Both,All Ages,1999,2019,Firearm,4761,16232474,29.33
Males,Am Indian/AK Native,Virginia,Both,All Ages,1999,2019,Firearm,36,443786,8.11
Males,Asian/Pac Islander,Virginia,Both,All Ages,1999,2019,Firearm,204,4702659,4.34
Males,,Virginia,Both,All Ages,1999,2019,Firearm,15566,81176500,19.18
Females,White,Virginia,Both,All Ages,1999,2019,Firearm,2194,60886088,3.6
Females,Black,Virginia,Both,All Ages,1999,2019,Firearm,623,17662033,3.53
Females,Am Indian/AK Native,Virginia,Both,All Ages,1999,2019,Firearm,P,418752,.
Females,Asian/Pac Islander,Virginia,Both,All Ages,1999,2019,Firearm,49,5173217,0.95
Females,,Virginia,Both,All Ages,1999,2019,Firearm,S,84140090,.
Males,White,Washington,Both,All Ages,1999,2019,Firearm,9978,59017930,16.91
Males,Black,Washington,Both,All Ages,1999,2019,Firearm,752,3451664,21.79
Males,Am Indian/AK Native,Washington,Both,All Ages,1999,2019,Firearm,284,1507036,18.84
Males,Asian/Pac Islander,Washington,Both,All Ages,1999,2019,Firearm,387,5775946,6.7
Males,,Washington,Both,All Ages,1999,2019,Firearm,11401,69752576,16.34
Females,White,Washington,Both,All Ages,1999,2019,Firearm,1733,59110682,2.93
Females,Black,Washington,Both,All Ages,1999,2019,Firearm,87,3032510,2.87
Females,Am Indian/AK Native,Washington,Both,All Ages,1999,2019,Firearm,51,1502308,3.39
Females,Asian/Pac Islander,Washington,Both,All Ages,1999,2019,Firearm,71,6483143,1.1
Females,,Washington,Both,All Ages,1999,2019,Firearm,1942,70128643,2.77
Males,White,West Virginia,Both,All Ages,1999,2019,Firearm,4609,17920393,25.72
Males,Black,West Virginia,Both,All Ages,1999,2019,Firearm,248,765184,32.41
Males,Am Indian/AK Native,West Virginia,Both,All Ages,1999,2019,Firearm,P,46457,.
Males,Asian/Pac Islander,West Virginia,Both,All Ages,1999,2019,Firearm,P,142309,.
Males,,West Virginia,Both,All Ages,1999,2019,Firearm,4866,18874343,25.78
Females,White,West Virginia,Both,All Ages,1999,2019,Firearm,890,18629653,4.78
Females,Black,West Virginia,Both,All Ages,1999,2019,Firearm,40,681231,5.87
Females,Am Indian/AK Native,West Virginia,Both,All Ages,1999,2019,Firearm,P,40727,.
Females,Asian/Pac Islander,West Virginia,Both,All Ages,1999,2019,Firearm,P,155102,.
Females,,West Virginia,Both,All Ages,1999,2019,Firearm,933,19506713,4.78
Males,White,Wisconsin,Both,All Ages,1999,2019,Firearm,7366,52542382,14.02
Males,Black,Wisconsin,Both,All Ages,1999,2019,Firearm,1726,3930469,43.91
Males,Am Indian/AK Native,Wisconsin,Both,All Ages,1999,2019,Firearm,104,684496,15.19
Males,Asian/Pac Islander,Wisconsin,Both,All Ages,1999,2019,Firearm,109,1448605,7.52
Males,,Wisconsin,Both,All Ages,1999,2019,Firearm,9305,58605952,15.88
Females,White,Wisconsin,Both,All Ages,1999,2019,Firearm,1014,53266422,1.9
Females,Black,Wisconsin,Both,All Ages,1999,2019,Firearm,197,4088769,4.82
Females,Am Indian/AK Native,Wisconsin,Both,All Ages,1999,2019,Firearm,14,684696,2.04
Females,Asian/Pac Islander,Wisconsin,Both,All Ages,1999,2019,Firearm,27,1505448,1.79
Females,,Wisconsin,Both,All Ages,1999,2019,Firearm,1252,59545335,2.1
Males,White,Wyoming,Both,All Ages,1999,2019,Firearm,1610,5515019,29.19
Males,Black,Wyoming,Both,All Ages,1999,2019,Firearm,12,89912,13.35
Males,Am Indian/AK Native,Wyoming,Both,All Ages,1999,2019,Firearm,31,161086,19.24
Males,Asian/Pac Islander,Wyoming,Both,All Ages,1999,2019,Firearm,P,52494,.
Males,,Wyoming,Both,All Ages,1999,2019,Firearm,S,5818511,.
Females,White,Wyoming,Both,All Ages,1999,2019,Firearm,273,5341106,5.11
Females,Black,Wyoming,Both,All Ages,1999,2019,Firearm,P,67287,.
Females,Am Indian/AK Native,Wyoming,Both,All Ages,1999,2019,Firearm,P,157539,.
Females,Asian/Pac Islander,Wyoming,Both,All Ages,1999,2019,Firearm,P,63278,.
Females,,Wyoming,Both,All Ages,1999,2019,Firearm,284,5629210,5.05
,,,Both,All Ages,1999,2019,Firearm,691757,6414642495,10.78
